protein,degree,clustering_coefficient,drug_target
TNFSF12,22,0.48917748917748916,0
HDGF,14,0.07692307692307693,1
BMP2,74,0.18252499074416884,0
FGFRL1,12,0.3787878787878788,0
TEK,59,0.22033898305084745,1
BMP4,67,0.16417910447761194,1
FRS2,43,0.36212624584717606,0
SOX2,45,0.23333333333333334,0
CDH2,70,0.20082815734989648,0
SHH,51,0.2164705882352941,0
FGFBP1,17,0.2647058823529412,0
KLB,28,0.35185185185185186,0
FGFR3,75,0.27387387387387385,1
FGFR4,64,0.27827380952380953,1
FGFR2,83,0.24948574786952687,1
LTF,61,0.13442622950819672,1
MMP8,14,0.43956043956043955,0
TCN1,6,0.26666666666666666,1
CBLIF,10,0.15555555555555556,0
ANKHD1,1,0.0,0
DUT,31,0.432258064516129,0
RRM2B,55,0.31447811447811447,1
ENTPD2,37,0.45045045045045046,0
TARDBP,92,0.26899187768752986,0
GLRX,30,0.21149425287356322,1
DCTPP1,23,0.5573122529644269,0
GUF1,4,0.16666666666666666,0
OLA1,6,0.4,0
PRTFDC1,3,0.6666666666666666,0
EIF4G1,75,0.31567567567567567,0
ESRP1,1,0.0,0
GLRX2,12,0.2727272727272727,1
OTUD3,1,0.0,0
EIF4E2,16,0.49166666666666664,0
MAP3K12,6,0.26666666666666666,1
NTN1,1,0.0,0
ADORA2B,8,0.39285714285714285,1
PAICS,21,0.36666666666666664,1
ABRAXAS2,7,0.6666666666666666,0
BRCC3,50,0.5379591836734694,1
BABAM2,42,0.6991869918699187,0
BABAM1,13,0.5769230769230769,0
CACNG3,54,0.5380852550663872,1
HTR3A,38,0.3399715504978663,1
OLFM2,21,1.0,0
CACNG2,77,0.3315105946684894,1
GRIN3B,23,0.9130434782608695,1
GRIN3A,28,0.7142857142857143,1
CNIH3,22,0.9090909090909091,0
CACNG5,28,0.6772486772486772,1
SHISA9,24,0.855072463768116,0
CNIH2,24,0.8586956521739131,0
GRIA3,43,0.4064230343300111,1
GRIA4,46,0.36231884057971014,1
CACNG4,56,0.5305194805194805,1
CACNG8,62,0.4537281861448969,1
GRIA2,57,0.2844611528822055,1
CACNG7,62,0.44526705446853515,1
HTR3B,6,0.5333333333333333,1
HTR1E,20,0.5578947368421052,1
HTR3E,5,0.7,1
HTR3C,4,1.0,1
HTR3D,4,1.0,1
HTR1A,36,0.2507936507936508,1
HTR5A,14,0.5054945054945055,1
DEGS2,37,0.6951951951951952,0
RIC3,5,0.2,1
HTR7,25,0.52,1
HTR1F,17,0.47058823529411764,1
ATP1B4,13,0.8974358974358975,0
FXYD2,22,0.41125541125541126,1
ATP1B3,26,0.5723076923076923,1
ATP1B2,27,0.5242165242165242,1
ATP1B1,34,0.36185383244206776,1
ATP1A4,22,0.5800865800865801,1
ATP1A3,31,0.4924731182795699,1
ATP1A1,34,0.40819964349376114,1
FXYD1,22,0.7142857142857143,0
PRKG2,60,0.09830508474576272,1
ATP2A2,41,0.20609756097560974,1
ATP4B,13,0.3333333333333333,1
CLDN16,21,0.5190476190476191,0
TRPM6,4,0.5,0
CLDN19,12,0.6666666666666666,0
ATP2A1,25,0.25333333333333335,1
FXYD4,1,0.0,0
HNF4A,69,0.1947996589940324,1
PCSK9,35,0.15966386554621848,1
MTTP,17,0.375,1
APOA4,43,0.5448504983388704,1
APOO,27,0.5441595441595442,0
SORD,28,0.1455026455026455,1
TIMM13,11,0.5636363636363636,0
TIMM22,8,0.5357142857142857,0
SLC25A13,8,0.5714285714285714,1
SLC25A12,6,0.6666666666666666,1
TIMM23,18,0.41830065359477125,0
TIMM9,16,0.4666666666666667,0
TIMM8A,10,0.6444444444444445,0
SLC7A2,2,1.0,1
MRC1,47,0.39037927844588344,1
CD163,60,0.3310734463276836,1
HAVCR2,60,0.3983050847457627,0
CCL2,152,0.27056465667479956,1
CRYM,3,0.3333333333333333,0
RETNLB,17,0.5735294117647058,0
SMS,13,0.34615384615384615,0
GNG13,49,0.4226190476190476,0
GRM4,12,0.3181818181818182,1
STRA6,8,0.39285714285714285,0
RDH12,50,0.33387755102040817,1
RDH11,21,0.5285714285714286,1
TTR,51,0.2619607843137255,1
RBP3,7,0.47619047619047616,0
RLBP1,15,0.38095238095238093,0
RBP4,19,0.25146198830409355,1
FOLR2,5,0.1,1
PCBP1,40,0.6205128205128205,0
SLC46A1,8,0.0,1
VSIG4,10,0.4888888888888889,0
IFFO1,1,0.0,0
AQP2,20,0.1631578947368421,0
SLC12A1,21,0.1380952380952381,1
GNAO1,31,0.4774193548387097,0
C1QTNF1,1,0.0,0
ARHGAP4,1,0.0,0
NFKBIA,106,0.23198562443845464,1
CXCL1,87,0.4846297781341887,0
CCL5,122,0.36160411868310527,0
SELENBP1,14,0.5054945054945055,0
MAT1A,23,0.4268774703557312,1
CBSL,41,0.18536585365853658,0
MTRR,25,0.23333333333333334,1
CA2,21,0.10476190476190476,1
PRKAG2,66,0.17389277389277388,1
PRKAG3,51,0.22666666666666666,1
PRKAG1,52,0.23378582202111614,1
CNNM3,2,1.0,0
CNNM1,2,1.0,0
CNNM2,3,0.3333333333333333,0
CNNM4,2,1.0,0
POLR2B,45,0.6474747474747474,0
TBL1X,22,0.4458874458874459,0
R3HCC1L,2,1.0,0
SCTR,14,0.43956043956043955,1
BAIAP3,1,0.0,0
PTH,56,0.14805194805194805,1
ADGRA1,1,0.0,0
ANO6,1,0.0,0
SCT,33,0.4128787878787879,1
GPR50,2,1.0,0
MTNR1B,36,0.3619047619047619,1
MTNR1A,14,0.6373626373626373,1
GCKR,4,0.8333333333333334,0
GNG8,20,0.7894736842105263,0
GNG5,22,0.7532467532467533,0
GNG11,31,0.6365591397849463,0
GNGT1,46,0.34396135265700484,0
GNGT2,36,0.4746031746031746,0
HHEX,10,0.6666666666666666,0
FAT1,2,1.0,0
TCF7L2,40,0.23974358974358975,0
CDKAL1,11,0.5636363636363636,0
FAT3,2,1.0,0
DGKB,22,0.19913419913419914,1
CTPS2,26,0.41846153846153844,0
CTPS1,42,0.25203252032520324,1
USP7,25,0.4,0
SLC6A19,3,0.3333333333333333,0
SLC6A14,1,0.0,1
MCEE,14,0.21978021978021978,0
MMAB,11,0.6363636363636364,0
MMADHC,13,0.5128205128205128,0
MMAA,10,0.7333333333333333,1
CD320,7,0.8571428571428571,0
MMACHC,9,0.6388888888888888,1
LMBRD1,10,0.7111111111111111,0
PRKAA2,57,0.24060150375939848,1
PRKAB1,49,0.2585034013605442,1
PRKAB2,51,0.24627450980392157,1
PRKAA1,57,0.231203007518797,1
CRY1,32,0.3548387096774194,0
CRY2,31,0.35913978494623655,0
STRADB,11,0.9818181818181818,0
STRADA,11,0.9818181818181818,0
STK11,30,0.4,0
CAB39,17,0.4264705882352941,0
TSC2,66,0.2629370629370629,0
LAMTOR1,23,0.308300395256917,0
ULK1,64,0.33035714285714285,1
SESN2,22,0.42857142857142855,0
FLCN,9,0.7222222222222222,0
SESN1,11,0.6,0
TSC1,65,0.2701923076923077,0
PFKFB4,23,0.616600790513834,0
PFKFB1,28,0.4470899470899471,0
PFKFB2,23,0.616600790513834,0
PFKFB3,29,0.4827586206896552,0
LIPE,55,0.17912457912457913,1
MCL1,71,0.23259557344064385,1
DCLRE1C,38,0.5903271692745377,0
KMT2D,22,0.5930735930735931,0
EEF2K,22,0.22077922077922077,1
ELAVL1,85,0.3030812324929972,0
MAP3K7,109,0.22663948352021746,0
FOXO3,96,0.22346491228070176,0
CRTC2,35,0.25546218487394956,0
TBC1D1,7,1.0,0
CAMKK2,21,0.34285714285714286,1
KMT2C,20,0.6842105263157895,0
FNIP2,5,0.8,0
FNIP1,6,0.8666666666666667,0
OSTM1,7,0.7142857142857143,0
PLEKHM1,6,0.8,0
TCIRG1,48,0.5177304964539007,1
CLCN7,9,0.5555555555555556,0
CA1,12,0.30303030303030304,1
SLC9A1,52,0.19909502262443438,1
ATP6V1B1,53,0.47895500725689405,1
SLC4A1,18,0.3202614379084967,0
SLC4A7,2,1.0,0
SLC4A4,5,0.3,0
SLC9A3,19,0.15789473684210525,1
SLC16A1,8,0.07142857142857142,1
SLC4A8,1,0.0,0
MOGAT2,21,0.6523809523809524,0
PNLIPRP1,20,0.5473684210526316,0
DGKI,24,0.17753623188405798,1
PNPLA3,34,0.39750445632798576,0
PNLIP,35,0.31932773109243695,1
PNPLA2,47,0.3154486586493987,0
MOGAT1,21,0.6238095238095238,0
MOGAT3,14,0.8901098901098901,0
LIPG,27,0.4928774928774929,0
HDLBP,10,1.0,0
VLDLR,26,0.3415384615384615,1
APOC2,42,0.5365853658536586,1
APOA5,42,0.4912891986062718,0
ACSL4,31,0.2752688172043011,1
ACSL3,25,0.44333333333333336,0
ACSL5,21,0.44285714285714284,0
PNLIPRP3,14,0.8571428571428571,0
LIPF,20,0.5,1
GPIHBP1,11,0.6363636363636364,0
ANGPTL3,13,0.3333333333333333,1
DGKD,15,0.3333333333333333,1
DGKG,21,0.29523809523809524,1
LMF1,5,1.0,0
DGKQ,32,0.25201612903225806,1
DGKE,30,0.17701149425287357,1
DGKH,18,0.2875816993464052,1
DGKA,25,0.19333333333333333,1
DGKZ,31,0.13763440860215054,1
CD1A,24,0.5471014492753623,1
BCL6,32,0.32056451612903225,0
FUT4,37,0.3888888888888889,0
CD9,36,0.2571428571428571,0
CD1B,28,0.5634920634920635,0
CD33,51,0.2792156862745098,1
NCAM1,78,0.24608724608724608,0
CD1C,39,0.5114709851551957,0
KRT20,7,0.2857142857142857,0
BACE1,25,0.27,0
MEP1A,8,0.6071428571428571,0
MEP1B,6,1.0,0
PRCP,10,0.5111111111111111,0
XPNPEP2,8,0.7142857142857143,0
IDE,26,0.12307692307692308,1
PSEN1,62,0.12427287149656266,1
KRT7,29,0.2044334975369458,1
RDX,30,0.30344827586206896,0
IYD,15,0.2571428571428571,0
RFK,16,0.18333333333333332,1
METAP1D,6,0.26666666666666666,0
FADS6,16,0.325,0
MAPK8,128,0.1671998031496063,1
CASP8,96,0.2712719298245614,0
BCL2L11,42,0.3867595818815331,0
PPP2CA,114,0.1510634994566061,1
BIK,13,0.8076923076923077,0
BAX,55,0.27744107744107743,0
BAK1,41,0.401219512195122,0
BBC3,16,0.65,0
PMAIP1,20,0.6684210526315789,0
BMF,10,0.8222222222222222,0
HRK,10,0.8888888888888888,0
BCL2L1,114,0.18615121875485174,0
PPIF,49,0.2653061224489796,1
BNIP3,31,0.37849462365591396,0
PPP2R5A,36,0.4793650793650794,0
ATG12,54,0.44095038434661077,0
BECN2,29,0.42610837438423643,0
UVRAG,33,0.6647727272727273,0
AMBRA1,58,0.37870538415003024,0
HSPB3,15,0.44761904761904764,0
BNIP2,3,0.3333333333333333,0
BNIP3L,22,0.5584415584415584,0
BID,35,0.3142857142857143,0
APAF1,36,0.3968253968253968,0
MAPK9,96,0.15460526315789475,1
TP53BP2,13,0.3333333333333333,0
BAG3,45,0.4575757575757576,0
RTL10,9,0.9166666666666666,0
DDIT3,34,0.29411764705882354,0
NLRP1,33,0.4318181818181818,0
FKBP8,14,0.4835164835164835,0
EEF1A2,25,0.43666666666666665,0
ABTB1,4,1.0,0
EEF1D,66,0.8727272727272727,0
EEF1A1,106,0.47277628032345015,1
EEF1B2,68,0.8757682177348551,0
POLR2C,44,0.6849894291754757,0
POLR1C,27,0.6153846153846154,0
POLR3B,5,1.0,0
POLR1B,46,0.4801932367149758,0
RPF2,95,0.5041433370660694,0
VWA7,1,0.0,0
AKR1C4,30,0.3218390804597701,1
CAMK1G,10,0.6444444444444445,1
CAV2,17,0.6691176470588235,0
CAMK1,15,0.4,1
VCAM1,87,0.272654370489174,1
CAMK4,34,0.37967914438502676,0
CAMK1D,9,0.5555555555555556,1
DNM2,13,0.358974358974359,0
TIE1,17,0.25735294117647056,1
NOSTRIN,3,1.0,0
NOSIP,1,0.0,0
MAT2A,25,0.3466666666666667,1
DNMT3B,63,0.3614951356886841,1
DNMT1,104,0.2567214339058999,1
METTL16,20,0.8421052631578947,0
NOP14,122,0.43259720905026416,0
EMG1,62,0.7964040190375463,0
HSD17B10,40,0.36923076923076925,1
ETFB,33,0.25757575757575757,0
ACOX2,20,0.4421052631578947,0
ACAD8,14,0.7472527472527473,1
ALDH8A1,1,0.0,0
GLYR1,4,0.3333333333333333,0
INTS2,2,1.0,0
PPCS,13,0.41025641025641024,0
TXNRD3,35,0.3495798319327731,0
KMO,13,0.5512820512820513,0
KYNU,15,0.41904761904761906,1
KYAT1-2,4,1.0,0
HAAO,11,0.6545454545454545,0
SPOUT1,4,0.5,0
ENDOG,4,0.5,0
TBC1D13,3,1.0,0
LIMK1,30,0.20229885057471264,1
CFL1,72,0.17762128325508608,1
CFL2,53,0.24455732946298983,0
MRI1,3,0.3333333333333333,0
NNMT,17,0.35294117647058826,1
NAMPT,27,0.5413105413105413,0
NMRK2,10,0.8666666666666667,0
NAPRT,19,0.672514619883041,0
NMRK1,12,0.7424242424242424,0
ADA2,15,0.8857142857142857,0
UPP1,28,0.5132275132275133,0
DGUOK,30,0.38620689655172413,0
CDA,47,0.2294172062904718,1
UPP2,27,0.5071225071225072,0
NT5C3B,46,0.5362318840579711,0
HDDC2,2,0.0,0
CA3,4,0.3333333333333333,1
CA7,5,0.2,1
HBD,16,0.6,0
GYPB,21,0.3047619047619048,0
EPB42,21,0.37142857142857144,0
STAT4,49,0.31887755102040816,0
KLK4,16,0.25,0
A2M,64,0.2425595238095238,1
PF4,68,0.45215100965759436,1
HPX,48,0.22606382978723405,1
SERPING1,31,0.3118279569892473,1
C9,32,0.45564516129032256,1
PF4V1,36,0.5825396825396826,0
RETN,15,0.5333333333333333,0
TGFB2,37,0.34234234234234234,0
SMAD4,93,0.2244039270687237,0
SMAD2,80,0.22879746835443038,0
SMAD7,42,0.3554006968641115,0
ORM1,37,0.34684684684684686,1
SERBP1,2,0.0,0
CLOCK,29,0.41379310344827586,0
ARNTL2,5,0.5,0
THY1,32,0.36693548387096775,0
B2M,92,0.12804586717630195,1
CD6,16,0.7166666666666667,0
HLA-A,74,0.1999259533506109,1
ITK,55,0.3872053872053872,1
CD27,81,0.3410493827160494,0
TRAT1,42,0.14982578397212543,0
CCR7,122,0.35293320688253627,0
HLA-DQB1,32,0.45564516129032256,0
PDCD1,74,0.3135875601629026,1
CD28,109,0.2842337750594631,1
CD8B,14,0.7472527472527473,0
CD3G,42,0.3832752613240418,1
HLA-DRB1,55,0.2175084175084175,1
HLA-DRA,59,0.2022209234365868,1
LCK,108,0.2255105572862582,1
CSK,40,0.24487179487179486,1
NKG7,16,0.675,0
GZMK,20,0.6210526315789474,0
CD96,9,0.5,0
PGBD4,2,1.0,0
TYR,37,0.16216216216216217,1
RAB38,2,1.0,0
TYRP1,17,0.41911764705882354,0
TPO,18,0.38562091503267976,1
MAGEA1,3,1.0,0
TFE3,5,0.4,0
RAB27A,3,0.3333333333333333,0
SLC24A4,7,0.8095238095238095,0
ASIP,15,0.3333333333333333,0
PAX3,7,0.47619047619047616,0
CTAG1B,7,0.6666666666666666,0
MAGEA3,4,1.0,0
SLC24A5,8,0.6785714285714286,0
TRPM1,4,0.5,0
DCT,10,0.6666666666666666,0
MC1R,29,0.14532019704433496,1
SLC45A2,13,0.5128205128205128,0
MLANA,11,0.4727272727272727,0
PMEL,16,0.2916666666666667,1
ST6GAL1,5,0.9,0
FUT8,13,0.47435897435897434,0
ST6GAL2,4,1.0,0
B4GALT3,31,0.36774193548387096,0
B4GALT2,34,0.27450980392156865,0
B4GALT1,41,0.23414634146341465,1
B3GAT2,25,0.53,0
B3GAT1,11,0.4909090909090909,0
SLC35D1,3,1.0,0
MAN2A1,5,0.8,0
MAN2A2,5,0.8,0
SLC35C1,5,0.6,0
LCT,22,0.38961038961038963,1
LALBA,19,0.2046783625730994,1
GLB1,45,0.1494949494949495,1
B4GALNT3,7,0.6190476190476191,0
B4GALNT4,7,0.6190476190476191,0
FUT6,17,0.8014705882352942,0
FUT5,15,0.9714285714285714,0
FUT9,16,0.9,0
B3GNT4,14,0.989010989010989,0
GCNT2,13,1.0,0
B4GALT4,20,0.6368421052631579,1
FUT3,19,0.7543859649122807,0
B3GNT2,15,0.9714285714285714,0
ST3GAL6,15,0.9714285714285714,0
B3GNT3,15,0.9714285714285714,0
FUT2,18,0.803921568627451,0
FUT1,19,0.7543859649122807,0
B4GALNT2,4,1.0,0
B3GALT1,12,0.7424242424242424,0
GALT,13,0.3076923076923077,0
GALE,16,0.20833333333333334,0
B3GALT2,11,0.8363636363636363,0
B3GALT5,15,0.5238095238095238,0
B3GNT5,9,0.6388888888888888,0
A4GALT,14,0.4065934065934066,0
B3GALNT1,11,0.509090909090909,0
POMGNT1,26,0.4584615384615385,0
MGAT5B,4,1.0,0
ZP3,1,0.0,0
ANAPC5,49,0.6802721088435374,0
ANAPC1,50,0.6595918367346939,0
CDC16,50,0.6685714285714286,0
ANAPC4,52,0.6221719457013575,0
AARSD1,2,1.0,0
PTGES3L-AARSD1,1,0.0,0
FDXACB1,3,0.6666666666666666,0
RPL39L,4,1.0,0
MRPL12,103,0.5126594327051209,0
CXCR1,70,0.5420289855072464,1
CDC23,52,0.6153846153846154,0
STAC3,34,0.9340463458110517,0
CACNA1A,59,0.18351841028638224,1
CACNB1,27,0.7464387464387464,1
CACNA2D4,37,0.8558558558558559,1
CACNA1S,75,0.29945945945945945,1
CACNA1F,62,0.3680592279217345,1
CACNB3,41,0.751219512195122,1
CACNG1,44,0.6871035940803383,1
CACHD1,11,0.8363636363636363,0
CACNA1E,25,0.5533333333333333,1
CACNA1B,47,0.2849213691026827,1
CACNA2D3,21,0.7619047619047619,1
CACNA2D2,24,0.7101449275362319,1
BMPR2,51,0.27137254901960783,1
BMPR1B,43,0.3211517165005537,1
NOG,34,0.29411764705882354,0
BMPR1A,52,0.2616892911010558,1
ACVR1,46,0.31980676328502416,1
ACVR2A,49,0.2891156462585034,1
SMAD6,23,0.7351778656126482,0
SMAD5,28,0.6005291005291006,0
ENG,41,0.28292682926829266,0
SMAD9,23,0.7747035573122529,0
BMP8B,11,0.8181818181818182,0
BMP8A,11,0.8181818181818182,0
BMP5,14,0.45054945054945056,0
GDF5,19,0.4269005847953216,0
TGFBR1,63,0.1889400921658986,1
BMP10,10,0.8666666666666667,0
ACVRL1,21,0.6190476190476191,0
INHBB,14,0.5274725274725275,0
ACVR1C,20,0.4789473684210526,0
GDF2,18,0.5751633986928104,0
ACVR1B,29,0.4014778325123153,1
ACVR2B,48,0.3120567375886525,0
BMP7,40,0.3641025641025641,0
BMP6,28,0.3412698412698413,0
GDF11,16,0.18333333333333332,1
NEO1,12,0.5909090909090909,0
RGMB,8,0.9285714285714286,0
HJV,21,0.38571428571428573,0
SMAD1,17,0.7647058823529411,0
BAMBI,8,0.7857142857142857,0
TGFBR2,54,0.17120894479385046,1
SMURF1,23,0.5335968379446641,0
CUL1,61,0.27595628415300544,0
RGMA,7,1.0,0
FBXW7,26,0.36,0
FKBP1B,18,0.5555555555555556,0
FKBP1A,76,0.26842105263157895,1
ACRV1,1,0.0,0
SLC1A3,12,0.21212121212121213,1
CMA1,8,0.25,0
NPPB,15,0.2761904761904762,1
ADD1,15,0.45714285714285713,0
SUCNR1,3,0.3333333333333333,1
UMOD,5,0.5,0
NPHS1,16,0.25833333333333336,0
MMEL1,14,0.3626373626373626,0
SLC5A2,16,0.25,1
ADM,22,0.4458874458874459,0
APCS,23,0.2727272727272727,1
HP,55,0.22693602693602694,1
LCN1,17,0.08823529411764706,1
AZGP1,16,0.35,1
CYP2C18,50,0.41551020408163264,0
MAD2L1,109,0.35355079850492693,0
DCTD,20,0.7894736842105263,0
QTRT1,1,0.0,0
NUDT15,18,0.2222222222222222,0
NUSAP1,70,0.7238095238095238,0
PBK,69,0.7318840579710145,0
RNASEH1,7,0.5238095238095238,0
PPCDC,9,0.5555555555555556,1
ENOSF1,1,0.0,0
TMEM109,18,0.3006535947712418,0
EIF2S1,126,0.3507301587301587,0
FGD6,2,1.0,0
UBE2I,52,0.21116138763197587,0
ASPG,3,0.3333333333333333,1
POLR3D,1,0.0,0
ADRA2C,9,0.4722222222222222,1
ENSP00000428055,7,0.23809523809523808,0
CTBP2,42,0.1602787456445993,0
CTBP1,64,0.13690476190476192,1
GBP5,1,0.0,0
SLC6A1,14,0.1978021978021978,1
STX1A,66,0.29836829836829837,0
SEC24D,27,0.5470085470085471,0
CASTOR3,3,0.3333333333333333,0
RDH10,21,0.40476190476190477,0
KHK,11,0.7454545454545455,0
FCSK,9,0.5,0
HKDC1,51,0.3811764705882353,0
RGN,13,0.14102564102564102,1
MRTFA,5,0.3,0
COQ2,28,0.2671957671957672,0
DCXR,3,1.0,0
PRKCG,87,0.13071371291098638,1
PRKCA,124,0.13467086283766064,1
MOCS1,44,0.31606765327695563,1
NUDT2,41,0.39146341463414636,0
PRKCD,64,0.19295634920634921,1
AGO4,23,1.0,0
AGO3,24,0.9311594202898551,0
DGCR8,33,0.5473484848484849,0
DROSHA,39,0.4251012145748988,0
AGO1,26,0.8123076923076923,0
ERN1,63,0.2196620583717358,1
ECI1,21,0.6952380952380952,0
PRKRA,26,0.7907692307692308,0
EEF2,126,0.49193650793650795,1
TRMT61B,2,1.0,0
RPP14,23,1.0,0
DICER1,36,0.4650793650793651,0
CLP1,23,1.0,0
AGO2,49,0.320578231292517,0
RPP21,23,1.0,0
POP1,23,1.0,0
RPP30,23,1.0,0
RPP40,23,1.0,0
RPP25,23,1.0,0
RPP38,24,0.9202898550724637,0
TARBP2,23,1.0,0
POP4,23,1.0,0
POP5,23,1.0,0
POP7,23,1.0,0
HUWE1,11,0.43636363636363634,0
FSIP1,4,0.6666666666666666,0
TRMT10C,4,0.6666666666666666,0
PRORP,25,0.8533333333333334,0
LTO1,3,0.3333333333333333,0
PCF11,15,0.6095238095238096,0
JAG2,3,1.0,0
EFEMP2,13,0.47435897435897434,0
ATP6V0A2,49,0.5051020408163265,1
GORAB,4,0.3333333333333333,0
NUDT5,2,1.0,0
ATP2C1,3,0.0,1
TMEM165,1,0.0,0
ACHE,30,0.10344827586206896,1
SELE,45,0.34949494949494947,1
NLN,2,1.0,0
CLTRN,2,1.0,0
SLC12A2,15,0.21904761904761905,1
MARVELD2,9,0.3333333333333333,0
PSKH1,4,0.16666666666666666,0
SLC4A2,2,0.0,0
DMGDH,18,0.6666666666666666,0
MTHFS,9,0.9166666666666666,0
ST20-MTHFS,6,1.0,0
MTHFSD,3,1.0,0
THRB,29,0.270935960591133,1
THRA,29,0.29310344827586204,1
PSMC5,52,0.7541478129713424,0
COPS2,16,0.85,0
HMGN3,1,0.0,0
JMJD1C,1,0.0,0
PLA2G5,7,0.7142857142857143,0
PLA2G2D,21,0.3238095238095238,1
LTA4H,9,0.2777777777777778,1
LTB4R,3,0.6666666666666666,0
COTL1,2,1.0,0
MAPKAPK2,18,0.35294117647058826,0
PTGDR,6,0.13333333333333333,1
WDR5,84,0.28112449799196787,0
PDS5B,1,0.0,0
PTGDR2,10,0.4444444444444444,1
NDUFA4L2,33,0.8939393939393939,0
ATP5PD,98,0.51357037660425,0
ATP5PF,66,0.6247086247086248,0
COX4I2,67,0.7403889642695612,0
UQCRHL,64,0.8139880952380952,0
COX7B2,32,0.9112903225806451,0
SNAP29,40,0.7743589743589744,0
HERC2,4,0.5,0
ACP1,17,0.09558823529411764,1
GET3,11,0.34545454545454546,0
TPCN2,7,0.3333333333333333,0
LRMDA,3,1.0,0
MKRN3,7,0.5238095238095238,0
ATP10A,13,0.3974358974358974,0
ACTL6B,25,0.98,0
BICRAL,22,1.0,0
BICRA,27,0.8034188034188035,0
BCL7C,25,0.98,0
BRD9,28,0.798941798941799,0
BCL7A,25,0.98,0
SMARCD2,25,0.98,0
PBRM1,52,0.5429864253393665,0
BRD7,38,0.7297297297297297,0
ACTL6A,77,0.34688995215311,0
ARID1B,25,0.98,0
ARID2,38,0.7268847795163584,0
SMARCC1,30,0.8137931034482758,0
DPF2,24,0.9927536231884058,0
SMARCA2,33,0.7329545454545454,0
SMARCE1,41,0.6914634146341463,0
SMARCB1,41,0.6621951219512195,0
SMARCD1,41,0.6914634146341463,0
SMARCC2,41,0.6914634146341463,0
PHF10,38,0.7268847795163584,0
DPF1,24,0.9927536231884058,0
DPF3,28,0.8201058201058201,0
H4C6,234,0.15780785737867284,0
SETD2,34,0.5579322638146168,0
H3-3A,43,0.7131782945736435,0
H3C15,64,0.6185515873015873,0
H3C10,88,0.5041797283176593,0
H3C14,64,0.6185515873015873,0
H4C11,84,0.536144578313253,0
H3C8,68,0.5706760316066726,0
H3C6,76,0.5242105263157895,0
H3C7,85,0.5092436974789916,0
H3C11,68,0.5654082528533801,0
H3C4,88,0.5013061650992685,0
H3C2,75,0.538018018018018,0
H3C3,79,0.5111976630963972,0
SMARCA5,37,0.4624624624624625,0
H3C1,84,0.4695926563396443,0
H3-2,141,0.22472137791286728,0
H3-4,184,0.18781183178902353,0
H3-3B,211,0.17210561949898442,0
H3C13,244,0.1519260608513796,0
H3C12,244,0.15239829993928355,0
H3-5,140,0.2236382322713258,0
KDM5C,15,0.5142857142857142,0
MYSM1,2,1.0,0
P2RX5,18,0.5294117647058824,1
P2RX6,19,0.47953216374269003,1
P2RX3,19,0.4502923976608187,1
PDYN,38,0.24182076813655762,0
GRIK5,12,0.36363636363636365,1
PRNP,48,0.12322695035460993,1
GRIK4,16,0.3,1
KCNJ13,4,1.0,0
KCNN4,33,0.23674242424242425,1
KCNK5,8,0.42857142857142855,0
PHPT1,2,1.0,0
KCNMB4,17,0.625,1
KCNMB3,15,0.6190476190476191,1
KCNMB2,16,0.6333333333333333,1
KCNN1,13,0.6538461538461539,1
KCNMB1,21,0.46190476190476193,1
KCNN2,22,0.4199134199134199,1
KCNN3,22,0.3333333333333333,1
KCNU1,20,0.5736842105263158,0
KCNMA1,27,0.3162393162393162,1
TRPV4,42,0.2148664343786295,1
CSN3,12,0.25757575757575757,1
TRPV6,9,0.3055555555555556,0
MTMR6,11,0.6545454545454545,0
IDNK,7,0.47619047619047616,0
PGLS,12,0.7121212121212122,0
RBM45,10,0.9555555555555556,0
AMDHD2,8,0.42857142857142855,0
GNPDA2,23,0.36363636363636365,0
GNPDA1,15,0.6095238095238096,0
EMB,5,0.6,0
SLC16A8,4,0.6666666666666666,1
SLC16A7,5,0.7,1
SLC17A5,3,0.6666666666666666,0
MIF,17,0.2867647058823529,0
ACOD1,1,0.0,0
FABP3,9,0.2777777777777778,0
FABP2,6,0.2,1
MYOZ2,18,0.4444444444444444,0
VDAC2,33,0.32386363636363635,0
VDAC3,26,0.3353846153846154,0
AGRN,35,0.22016806722689075,0
SI,27,0.24786324786324787,1
CHKA,14,0.3076923076923077,0
CHKB,15,0.23809523809523808,0
PHOSPHO1,9,0.4444444444444444,0
GPCPD1,6,0.7333333333333333,0
RAPSN,13,0.5256410256410257,0
COLQ,14,0.38461538461538464,0
DOK7,12,0.5151515151515151,0
MUSK,17,0.3161764705882353,1
CD55,19,0.23391812865497075,1
PNPLA6,16,0.48333333333333334,0
NALCN,6,0.6666666666666666,0
NTS,37,0.34684684684684686,0
TACR1,18,0.28104575163398693,1
UNC80,6,0.6666666666666666,0
TAC4,6,0.7333333333333333,0
ACSL6,20,0.4,0
ACSBG1,18,0.45098039215686275,0
RORA,40,0.21666666666666667,1
UCP3,9,0.5833333333333334,0
UCP2,13,0.5641025641025641,0
ACSBG2,13,0.6794871794871795,0
IDS,6,0.2,1
GALNS,6,0.4666666666666667,0
LAMP2,11,0.2909090909090909,0
TMED4,2,1.0,0
TMED10,24,0.2753623188405797,0
IDUA,14,0.2087912087912088,0
TMED9,2,1.0,0
GNS,6,0.26666666666666666,0
SGSH,3,0.6666666666666666,0
HGSNAT,3,0.6666666666666666,0
FKBP3,4,1.0,0
